"Age","CarOwner","EstIncome","Gender","ID","MaritalStatus","MemberShipPlan","MonthsAsCustomer","NumChildren","AccessoriesPaid","AvgMonthlySpend","BillMonthlyDate","LastBillAmount","LatePaymentCharges","LatePaymentCount","PaymentType","DroppedCalls","SupportCallsYear","SupportCallsMonth","ComplaintsYear","ComplaintsMonth","CHURN"
"42","Y","236325","F","3248","Married","Family Gold","46","1","0.00","119.89","3","119.50","17.93","3","CC","5","1","0","8","4","T"
"68","Y","45665","F","3294","Married","Family Military","57","0","0.00","128.83","17","128.83","0.00","0","Auto","2","1","1","2","1","F"
"26","N","60247","M","3381","Single","Unlimited","31","2","0.00","104.02","3","103.68","10.37","2","CC","2","4","0","3","2","T"
"20","Y","171918","M","3388","Single","Silver","22","1","13.35","47.41","3","46.69","2.34","1","CC","5","15","5","3","2","T"
"25","Y","70059","M","3410","Single","Gold","93","0","0.00","60.86","17","60.63","21.23","7","CC","0","59","7","0","0","T"
"28","Y","52358","F","3433","Single","Gold","5","0","53.43","76.32","3","65.63","0.00","0","PP","0","2","2","0","0","F"
"29","N","1255","F","3446","Married","Family Gold","87","0","17.06","115.84","3","115.24","34.58","6","CC","0","1","0","2","1","F"
"50","Y","90743","F","3462","Married","Family Unlimited","118","2","0.00","177.67","17","177.59","8.88","1","CC","3","16","3","4","2","T"
"29","Y","799","F","3487","Single","Gold","86","2","0.00","60.47","17","60.19","24.08","8","CC","0","12","3","2","1","T"
"51","Y","45301","M","3561","Married","Family Military","49","0","0.00","124.14","3","123.76","18.57","3","PP","1","0","0","1","0","F"
"47","N","648606","F","3570","Married","Family Military","67","5","0.00","123.60","3","123.14","30.79","5","CC","3","4","0","3","2","T"
"19","N","15261","F","3595","Single","Unlimited","11","0","33.97","103.79","3","100.70","0.00","0","Auto","0","3","3","2","1","F"
"34","Y","926","F","3606","Married","Family Military","27","0","0.00","127.97","17","127.02","25.41","4","CK","0","5","5","0","0","F"
"23","N","89638","M","3663","Single","Silver","43","1","54.00","89.46","17","88.20","0.00","0","Auto","0","0","0","0","0","F"
"26","Y","23721","F","3708","Married","Family Silver","4","6","43.67","100.49","17","89.57","0.00","0","ACH","5","0","0","6","3","T"
"39","Y","88658","M","3716","Married","Family Platinum","80","1","0.00","144.51","17","144.23","21.64","3","CC","1","7","1","1","0","F"
"26","Y","75629","F","3755","Single","Platinum","66","1","0.00","146.45","17","146.00","29.20","4","PP","2","3","3","2","1","F"
"87","Y","506997","M","3761","Single","Platinum","64","0","51.33","90.48","3","89.67","0.00","0","Auto","3","3","3","2","1","T"
"43","N","790159","M","3847","Married","Family Silver","77","2","54.22","81.15","3","80.13","24.04","6","ACH","0","2","0","2","1","F"
"49","Y","32888","F","3851","Married","Family Unlimited","45","9","0.00","177.40","17","177.00","17.70","2","CC","2","8","2","4","2","T"
"39","N","498577","F","3934","Married","Family Gold","44","0","46.64","115.51","17","114.06","17.11","3","ACH","0","0","0","0","0","F"
"30","Y","18101","F","3956","Married","Family Silver","24","0","0.00","89.60","3","89.60","0.00","0","Auto","1","0","0","2","1","F"
"45","Y","64471","M","3996","Married","Family Platinum","54","2","0.00","149.56","17","149.56","0.00","0","Auto","5","1","0","9","5","T"
"23","Y","55239","F","3999","Single","Silver","59","0","27.48","45.50","17","45.03","0.00","0","CC","1","15","2","0","0","T"
"54","Y","50724","M","4018","Married","Family Platinum","76","0","0.00","145.91","17","145.52","29.11","4","CC","0","3","0","0","0","F"
"26","Y","85454","F","4038","Married","Family Platinum","87","0","0.00","143.58","3","143.08","42.93","6","PP","3","1","0","0","0","T"
"33","N","16151","M","4125","Married","Family Gold","49","0","0.00","116.09","17","116.09","0.00","0","Auto","1","0","0","2","1","F"
"26","N","40915","M","4159","Married","Family Military","54","2","49.27","124.07","3","122.70","24.54","4","CC","1","1","0","0","0","F"
"45","Y","74370","F","4170","Married","Family Unlimited","24","1","0.00","175.78","3","175.41","8.78","1","CC","0","11","4","0","0","T"
"24","Y","160343","M","4201","Married","Family Unlimited","79","0","47.44","177.86","17","176.81","35.37","4","CC","0","11","2","0","0","T"
"18","Y","23192","M","4225","Single","Unlimited","3","0","36.35","115.53","17","103.41","0.00","0","CC","4","1","1","3","2","T"
"50","N","222090","F","4235","Married","Family Silver","22","0","0.00","139.72","17","139.40","6.97","1","PP","0","4","0","0","0","F"
"54","Y","709338","M","4257","Married","Family Silver","2","0","12.73","91.07","17","84.70","0.00","0","CC","0","0","0","0","0","F"
"27","N","90736","F","4279","Single","Unlimited","68","0","34.34","106.55","17","106.04","0.00","0","Auto","1","47","4","0","0","T"
"26","N","885224","F","4409","Married","Family Military","6","9","0.00","129.94","17","128.86","6.45","1","CK","0","2","2","0","0","F"
"18","Y","858642","F","4434","Single","Silver","2","2","0.00","45.27","3","45.27","0.00","0","PP","0","1","1","0","0","F"
"46","Y","81256","F","4447","Married","Family Gold","81","2","0.00","117.29","17","117.07","17.57","3","CC","3","0","0","0","0","T"
"29","N","22856","F","4473","Single","Unlimited","103","0","0.00","103.12","3","102.72","41.09","8","CC","3","11","2","0","0","T"
"24","Y","62256","F","4497","Single","Platinum","23","0","56.76","89.29","3","86.82","0.00","0","Auto","1","1","1","0","0","F"
"23","Y","14473","F","4503","Single","Silver","65","1","13.05","42.55","17","42.34","0.00","0","CC","0","3","3","0","0","F"
"25","Y","98053","M","4530","Single","Gold","55","1","0.00","65.80","3","65.56","13.12","4","CC","0","34","7","0","0","T"
"70","N","293698","F","4575","Single","Unlimited","96","0","0.83","100.79","17","100.78","0.00","0","Auto","3","1","1","0","0","T"
"41","N","32194","M","4591","Married","Family Gold","114","2","48.59","117.48","3","117.05","0.00","0","Auto","0","3","0","0","0","F"
"23","Y","23159","F","4659","Single","Platinum","33","0","0.00","81.24","3","80.99","8.10","2","CC","1","22","3","0","0","T"
"27","Y","12014","F","4683","Single","Silver","107","1","36.90","50.32","17","49.88","9.98","4","CC","0","20","2","2","1","T"
"38","Y","73947","M","4691","Married","Family Gold","44","0","37.03","120.03","17","119.18","0.00","0","Auto","3","0","0","4","2","T"
"37","N","37007","F","4693","Married","Family Military","39","3","1.52","121.80","3","121.29","18.20","3","CC","1","1","1","0","0","F"
"37","Y","98957","M","4702","Married","Family Unlimited","94","1","38.89","181.55","17","179.60","143.68","16","CK","1","3","3","2","1","F"
"25","Y","46726","M","4744","Single","Silver","36","1","48.61","49.33","3","47.58","14.28","6","CK","0","6","6","0","0","F"
"42","Y","75618","M","4774","Married","Family Silver","56","2","27.99","82.70","3","81.90","16.38","4","CC","5","3","0","6","4","T"
"53","Y","29719","F","4787","Married","Family Military","50","0","0.00","125.60","17","125.60","0.00","0","Auto","0","0","0","2","1","F"
"23","Y","36315","N","4791","Single","Platinum","69","2","0.00","134.49","3","134.00","33.50","5","CC","0","0","0","0","0","F"
"28","Y","578180","F","4812","Married","Family Silver","28","0","0.00","87.19","17","87.19","0.00","0","CC","0","3","0","0","0","F"
"50","N","76262","M","4821","Married","Family Unlimited","13","1","0.00","176.34","3","175.66","8.79","1","PP","3","22","3","2","1","T"
"41","Y","96730","F","4831","Married","Family Platinum","87","0","0.00","143.95","3","142.71","107.04","15","CK","0","17","5","0","0","T"
"32","N","54719","M","4873","Married","Family Unlimited","57","1","0.00","179.81","17","179.18","35.84","4","CC","1","0","0","0","0","F"
"27","N","4332","M","4937","Single","Silver","13","1","1.21","45.97","3","45.70","2.29","1","CC","0","16","6","2","1","T"
"42","Y","87741","M","4949","Married","Family Silver","17","1","0.00","86.32","17","85.56","12.84","3","CK","3","33","6","0","0","T"
"27","N","73270","M","4951","Single","Silver","3","0","1.14","43.77","17","43.39","0.00","0","CC","1","8","4","1","0","F"
"22","Y","55281","F","5011","Single","Unlimited","47","0","0.00","102.61","17","102.28","15.35","3","CC","5","9","3","5","4","T"
"23","N","55617","F","5047","Single","Gold","21","0","0.00","66.98","3","66.82","3.35","1","CC","1","4","4","0","0","F"
"23","N","17392","M","5115","Married","Family Platinum","66","1","0.00","144.38","3","143.83","35.96","5","CC","0","7","1","0","0","F"
"18","Y","28332","F","5122","Single","Unlimited","5","1","0.00","107.91","3","107.91","0.00","0","CC","2","4","4","0","0","F"
"27","Y","671126","F","5146","Single","Platinum","61","0","1.70","88.82","17","88.42","22.11","5","PP","0","0","0","2","1","F"
"18","Y","51029","F","5182","Single","Silver","8","0","39.63","49.69","17","44.73","0.00","0","CC","1","4","4","0","0","F"
"21","N","53903","M","5191","Single","Unlimited","5","1","0.00","100.58","3","100.58","0.00","0","Auto","3","0","0","3","2","F"
"29","Y","14835","F","5211","Married","Family Military","28","2","0.00","127.12","3","126.66","12.67","2","CC","2","0","0","4","2","T"
"38","N","663888","M","5235","Single","Gold","48","0","50.16","65.89","17","64.30","25.72","8","CK","5","16","2","5","3","T"
"23","N","204578","M","5462","Married","Family Silver","5","0","30.12","94.95","3","88.92","0.00","0","Auto","4","0","0","8","4","T"
"27","Y","13822","M","5565","Married","Family Military","99","0","54.92","127.64","17","127.08","0.00","0","Auto","0","1","0","0","0","F"
"37","Y","56815","M","5574","Married","Family Silver","12","1","34.79","83.64","3","80.74","0.00","0","Auto","3","0","0","1","0","F"
"18","Y","16594","M","5596","Single","Gold","9","2","59.39","73.49","3","66.89","0.00","0","Auto","0","28","8","2","1","T"
"77","N","622094","F","5642","Single","Unlimited","107","0","0.00","102.35","3","101.44","96.37","19","CK","2","33","6","0","0","T"
"41","Y","2146","F","5654","Married","Family Gold","7","0","0.00","115.06","3","115.06","0.00","0","CC","0","3","0","2","1","F"
"40","Y","338526","M","5664","Married","Family Unlimited","106","1","0.00","188.31","3","187.60","75.04","8","CC","2","22","2","2","1","T"
"42","N","374739","F","5688","Single","Silver","118","0","37.48","40.60","3","40.12","18.06","9","CC","1","11","2","0","0","T"
"39","Y","69085","F","5716","Married","Family Platinum","13","9","0.00","150.55","17","149.97","7.50","1","CC","2","0","0","4","2","T"
"18","Y","47519","F","5720","Single","Platinum","10","1","0.00","87.19","3","87.19","0.00","0","PP","0","19","2","0","0","T"
"27","Y","317694","F","5799","Married","Family Military","25","0","0.00","129.74","17","129.74","0.00","0","CC","0","0","0","0","0","F"
"21","Y","51394","M","5818","Single","Gold","47","1","0.00","63.50","3","63.29","9.50","3","PP","3","0","0","0","0","F"
"26","Y","50471","M","5875","Single","Unlimited","24","0","22.91","107.00","3","105.16","21.04","4","CK","2","22","5","0","0","T"
"52","Y","15610","M","5919","Married","Family Unlimited","63","0","12.02","172.58","17","171.97","25.80","3","CC","3","0","0","3","2","T"
"51","Y","40653","F","5925","Married","Family Unlimited","109","2","0.00","174.41","17","173.85","60.85","7","CC","3","1","0","2","0","F"
"42","Y","49748","F","5936","Married","Family Unlimited","40","2","24.88","178.65","17","178.02","0.00","0","Auto","3","3","3","2","1","F"
"25","N","4452","F","6034","Single","Gold","80","0","0.00","66.56","3","65.98","46.19","14","CK","0","6","6","2","1","F"
"35","Y","95481","F","6051","Married","Family Silver","6","1","6.17","84.85","3","83.82","0.00","0","ACH","0","0","0","0","0","F"
"26","Y","31735","M","6080","Single","Platinum","15","1","0.00","82.28","3","82.28","0.00","0","Auto","1","0","0","2","1","F"
"20","N","81777","F","6103","Single","Platinum","31","0","0.00","171.40","17","171.40","0.00","0","Auto","2","0","0","3","2","T"
"54","N","98838","F","6107","Married","Family Silver","34","0","0.00","87.44","3","87.18","8.72","2","CC","0","0","0","0","0","F"
"53","N","27990","F","6219","Married","Family Platinum","106","1","31.41","149.92","17","149.62","0.00","0","Auto","3","1","0","2","1","F"
"52","Y","50026","F","6241","Married","Family Platinum","86","2","28.15","145.45","3","144.61","43.39","6","CC","3","3","0","0","0","F"
"21","Y","75","N","6273","Single","Silver","21","2","45.46","47.00","17","44.83","0.00","0","PP","1","0","0","2","0","F"
"19","Y","91053","M","6292","Single","Platinum","16","0","46.88","84.04","3","81.11","0.00","0","Auto","0","0","0","0","0","F"
"44","N","45732","F","6328","Married","Family Military","47","0","0.00","120.95","17","120.95","0.00","0","Auto","3","2","0","0","0","F"
"30","N","47875","M","6372","Single","Silver","26","0","0.00","47.03","3","46.67","9.34","4","CK","0","26","3","0","0","T"
"40","N","11485","F","6403","Married","Family Military","94","0","0.00","121.24","17","120.21","96.17","16","CK","1","3","3","2","1","F"
"53","Y","356741","M","6406","Married","Family Gold","89","0","0.00","116.00","17","116.00","0.00","0","Auto","0","3","0","0","0","F"
"28","Y","491257","F","6415","Single","Silver","63","0","24.59","40.94","3","40.54","0.00","0","Auto","3","3","3","3","2","T"
"23","Y","50552","M","6446","Married","Family Platinum","28","0","33.95","148.79","3","147.57","0.00","0","Auto","0","0","0","0","0","F"
"22","N","89563","M","6447","Single","Unlimited","60","0","0.00","102.13","3","101.79","20.36","4","CC","0","0","0","0","0","F"
"24","Y","59627","F","6476","Single","Silver","36","1","0.00","46.48","3","46.35","4.64","2","PP","0","8","2","1","0","F"
"30","N","81040","M","6491","Single","Unlimited","68","0","0.00","109.04","17","108.08","64.85","12","CK","4","3","3","7","4","T"
"27","Y","44743","F","6528","Married","Family Silver","94","2","32.11","81.46","3","80.81","28.29","7","CC","2","0","0","4","2","T"
"34","N","54144","M","6533","Married","Family Unlimited","65","0","0.00","177.75","17","176.25","96.94","11","CK","0","29","6","2","1","T"
"21","Y","81969","M","6552","Single","Platinum","41","0","0.00","126.80","17","126.80","0.00","0","Auto","0","0","0","0","0","F"
"46","Y","45919","M","6589","Married","Family Military","39","2","43.28","124.86","3","122.64","42.93","7","CK","5","5","5","9","5","T"
"25","Y","385","M","6609","Single","Silver","20","0","0.00","41.52","3","41.41","2.08","1","CC","3","10","2","0","0","F"
"29","Y","60000","M","6660","Married","Family Gold","25","0","33.88","113.91","3","112.33","5.62","1","CC","2","0","0","4","2","T"
"54","N","52344","M","6672","Married","Family Silver","11","0","0.00","83.47","3","83.47","0.00","0","CC","1","1","1","0","0","F"
"28","Y","61276","F","6702","Single","Silver","107","2","20.10","40.35","3","40.16","0.00","0","Auto","0","0","0","2","1","F"
"23","Y","56467","M","6709","Single","Platinum","57","1","0.00","82.92","17","82.77","8.28","2","CC","0","0","0","0","0","F"
"30","N","92286","M","6735","Single","Platinum","69","2","4.24","81.76","17","81.69","0.00","0","Auto","3","0","0","2","1","T"
"31","Y","69384","M","6755","Married","Family Platinum","77","1","46.31","151.65","17","149.78","97.36","13","CK","0","11","6","2","1","T"
"23","Y","34100","M","6803","Single","Silver","18","1","0.00","44.94","3","44.94","0.00","0","Auto","0","8","8","2","1","F"
"21","Y","94984","M","6806","Single","Silver","42","0","4.27","46.94","3","46.67","7.01","3","PP","0","9","2","0","0","F"
"59","Y","319448","M","6809","Married","Family Unlimited","33","0","30.45","180.84","17","179.91","0.00","0","Auto","3","1","1","2","1","T"
"49","N","90527","M","6885","Married","Family Gold","60","0","34.07","115.17","17","113.65","56.83","10","CK","0","3","3","0","0","F"
"20","Y","96779","M","6897","Single","Silver","9","1","0.00","44.20","17","44.20","0.00","0","CC","2","14","3","3","2","T"
"52","Y","91222","F","7017","Married","Family Gold","10","0","2.48","117.70","3","117.45","0.00","0","CC","3","0","0","0","0","T"
"25","Y","20367","F","7030","Married","Family Unlimited","1","1","0.00","171.85","17","171.85","0.00","0","CC","0","0","0","0","0","F"
"26","N","31362","M","7034","Single","Unlimited","53","9","0.00","100.73","3","100.73","0.00","0","Auto","4","1","0","6","4","T"
"33","N","90626","F","7049","Married","Family Military","119","1","0.00","127.20","3","126.72","57.03","9","CC","0","0","0","0","0","F"
"79","N","314937","F","7051","Married","Family Platinum","98","0","56.65","148.69","3","147.58","51.66","7","CC","0","33","3","2","1","T"
"24","Y","8608","M","7132","Married","Family Gold","14","2","2.67","111.89","3","111.30","5.57","1","CC","5","2","0","3","2","T"
"31","Y","59089","F","7235","Married","Family Platinum","84","0","0.00","149.98","17","149.98","0.00","0","Auto","1","10","2","0","0","F"
"25","Y","96040","F","7238","Single","Gold","18","1","0.00","65.88","17","65.69","3.29","1","PP","0","0","0","0","0","F"
"24","N","91217","F","7326","Single","Silver","27","1","0.00","40.35","17","40.35","0.00","0","PP","2","3","3","0","0","F"
"25","Y","92131","M","7331","Single","Platinum","53","1","34.89","84.14","17","83.40","4.17","1","CC","0","2","0","0","0","F"
"50","Y","76166","M","7406","Married","Family Unlimited","31","1","24.02","180.09","17","179.02","8.96","1","CC","0","0","0","0","0","F"
"34","N","948410","F","7433","Married","Family Platinum","31","0","0.00","147.05","17","145.87","36.47","5","CK","3","2","2","4","2","T"
"34","Y","54815","F","7449","Married","Family Silver","10","2","0.00","87.32","3","87.32","0.00","0","CC","0","0","0","0","0","F"
"23","N","50787","F","7485","Single","Silver","35","0","0.00","40.82","3","40.70","4.07","2","CC","0","7","3","0","0","F"
"67","N","13577","F","7549","Married","Family Silver","40","0","46.16","85.67","17","84.30","8.43","2","CC","0","6","3","0","0","F"
"49","N","588306","M","7579","Married","Family Military","40","1","38.82","126.37","17","124.31","43.51","7","CK","0","14","4","0","0","T"
"18","Y","73803","M","7587","Single","Silver","8","1","0.00","48.40","3","48.40","0.00","0","CC","5","1","1","9","5","T"
"46","Y","30357","F","7591","Married","Family Unlimited","30","6","52.45","179.20","3","176.86","17.69","2","CC","2","0","0","2","1","F"
"31","Y","80814","F","7599","Married","Family Gold","103","0","1.22","116.59","3","116.12","46.45","8","CC","0","0","0","0","0","F"
"53","N","87223","F","7624","Married","Family Unlimited","18","0","0.00","178.62","17","178.62","0.00","0","CC","4","2","0","4","2","T"
"49","Y","66727","F","7671","Married","Family Unlimited","100","1","0.00","176.84","17","176.84","0.00","0","Auto","2","3","0","2","1","F"
"30","Y","33804","F","7727","Married","Family Platinum","88","0","0.00","149.59","17","149.42","14.95","2","ACH","1","0","0","2","1","F"
"25","N","54526","M","7737","Single","Silver","63","0","0.00","43.99","17","43.99","0.00","0","Auto","1","38","7","0","0","T"
"32","N","82949","M","7750","Married","Family Gold","15","0","3.66","118.54","17","117.51","11.76","2","CK","1","15","4","0","0","T"
"29","Y","42138","F","7774","Single","Silver","66","0","0.00","42.86","3","42.69","10.68","5","CC","0","9","1","0","0","F"
"25","Y","17375","M","7787","Single","Platinum","19","0","19.56","88.45","17","87.42","0.00","0","CC","0","0","0","2","1","F"
"53","Y","82727","F","7800","Married","Family Platinum","1","1","59.17","208.18","3","149.01","0.00","0","Auto","3","0","0","0","0","T"
"19","Y","92418","F","7860","Single","Platinum","20","0","53.06","90.26","3","87.38","4.37","1","CC","2","29","3","0","0","T"
"38","Y","7180","M","7868","Married","Family Unlimited","100","0","8.50","178.94","3","178.85","0.00","0","Auto","1","0","0","2","1","F"
"22","N","208966","F","7889","Single","Gold","26","1","33.50","69.50","17","68.08","3.41","1","CC","2","3","3","2","1","F"
"38","Y","85238","F","7993","Married","Family Military","67","1","28.26","129.48","17","127.91","76.75","12","CK","0","2","2","2","1","F"
"24","N","48189","F","8034","Single","Unlimited","25","2","54.93","108.51","17","105.88","10.59","2","CC","2","4","4","2","1","F"
"29","Y","13803","F","8040","Single","Gold","99","0","0.00","65.13","17","64.90","22.72","7","CC","0","20","4","2","1","T"
"21","Y","36631","M","8049","Single","Unlimited","16","3","11.12","107.89","3","106.86","5.35","1","PP","0","0","0","0","0","F"
"31","Y","78118","M","8052","Married","Family Military","40","2","0.00","121.32","3","120.86","18.13","3","ACH","0","4","0","0","0","F"
"20","N","47160","M","8093","Single","Silver","1","1","29.99","75.42","17","45.43","0.00","0","CC","1","5","5","0","0","F"
"22","Y","82125","F","8103","Single","Silver","53","0","0.00","49.56","17","49.56","0.00","0","Auto","1","1","1","0","0","F"
"45","Y","49333","M","8109","Married","Family Unlimited","62","1","0.00","174.85","3","174.28","34.86","4","ACH","5","4","0","6","4","T"
"24","Y","80385","F","8115","Married","Family Unlimited","16","1","0.00","175.28","3","174.73","8.74","1","CC","4","1","0","2","1","T"
"19","N","69238","M","8152","Single","Unlimited","6","2","0.00","100.05","3","100.05","0.00","0","Auto","1","0","0","0","0","F"
"52","Y","89568","M","8176","Married","Family Platinum","90","2","23.71","143.86","17","143.35","21.51","3","CC","1","0","0","0","0","F"
"39","Y","27071","M","8200","Married","Family Silver","54","2","47.61","85.98","17","84.94","8.50","2","CC","3","0","0","2","1","F"
"20","Y","80142","M","8204","Single","Platinum","31","0","0.00","84.45","3","84.17","8.42","2","PP","0","0","0","0","0","F"
"23","Y","4286","F","8304","Single","Silver","13","1","5.78","48.11","17","47.66","0.00","0","Auto","0","0","0","0","0","F"
"30","N","15409","F","8380","Single","Silver","69","0","0.00","47.37","17","47.23","9.45","4","CC","0","3","0","0","0","F"
"21","N","61278","M","8403","Single","Silver","41","0","7.05","40.71","17","40.53","0.00","0","Auto","0","14","2","0","0","T"
"20","Y","30022","F","8424","Single","Platinum","21","0","0.00","83.92","3","83.72","4.19","1","PP","0","5","1","0","0","F"
"43","Y","80618","M","8433","Married","Family Military","63","8","0.00","129.96","17","129.96","0.00","0","CC","2","0","0","2","1","F"
"48","N","82048","M","8445","Married","Family Gold","99","0","29.03","117.27","3","116.56","40.80","7","CC","1","2","2","0","0","F"
"20","Y","79233","F","8481","Single","Unlimited","17","0","31.60","109.55","17","107.37","5.37","1","PP","2","12","4","2","1","T"
"83","N","12222","M","8489","Married","Family Silver","82","1","0.00","90.17","3","89.84","26.96","6","CC","0","0","0","2","1","F"
"19","Y","632024","M","8593","Single","Gold","15","1","34.47","66.98","17","64.68","0.00","0","PP","1","8","8","2","0","F"
"54","Y","79765","M","8712","Married","Family Military","88","0","6.96","126.16","3","125.01","93.76","15","CK","2","20","6","2","1","T"
"97","Y","44391","F","8903","Single","Platinum","117","0","0.00","85.17","17","85.17","0.00","0","Auto","0","1","1","2","0","F"
"25","Y","17748","F","8915","Single","Platinum","11","0","34.91","87.42","3","83.86","4.20","1","CK","3","19","6","2","1","T"
"26","Y","290304","F","8919","Single","Gold","22","0","0.00","63.08","3","62.93","3.15","1","CC","1","12","2","0","0","T"
"52","Y","82738","F","8935","Married","Family Gold","92","1","0.00","114.48","3","114.48","0.00","0","Auto","0","0","0","0","0","F"
"20","Y","4239","F","8937","Single","Silver","19","0","0.00","41.85","17","41.85","0.00","0","PP","3","9","2","2","1","F"
"28","Y","583634","F","8966","Single","Platinum","91","0","0.00","86.52","3","86.52","0.00","0","Auto","0","0","0","0","0","F"
"21","Y","99940","F","9001","Single","Platinum","37","0","0.00","83.75","17","83.75","0.00","0","Auto","1","28","3","0","0","T"
"24","Y","70243","F","9030","Single","Platinum","40","1","0.00","88.28","3","87.95","13.20","3","CC","0","8","3","0","0","F"
"98","N","60090","F","9112","Single","Silver","27","0","25.11","42.16","17","41.15","2.06","1","PP","0","3","3","0","0","F"
"20","Y","458753","M","9117","Single","Gold","25","1","41.18","65.35","3","63.70","0.00","0","Auto","0","4","4","0","0","F"
"18","Y","10648","F","9119","Single","Silver","4","0","27.07","47.36","17","40.59","0.00","0","CC","3","23","4","2","1","T"
"50","Y","8831","F","9181","Married","Family Platinum","49","1","59.40","144.10","3","142.45","21.37","3","PP","0","0","0","0","0","F"
"18","Y","76072","M","9233","Single","Silver","10","2","0.00","42.01","17","42.01","0.00","0","CC","2","66","7","0","0","T"
"24","Y","22419","F","9251","Single","Silver","1","0","0.24","44.15","17","43.91","0.00","0","PP","0","12","3","2","1","T"
"59","Y","96392","M","9261","Married","Family Silver","98","0","0.00","81.18","3","80.89","28.32","7","ACH","3","3","3","4","2","T"
"30","Y","486341","M","9270","Married","Family Silver","66","1","52.56","82.97","3","81.86","20.47","5","ACH","1","0","0","0","0","F"
"28","Y","89142","F","9282","Single","Gold","85","0","51.50","66.10","17","65.34","13.07","4","CC","0","2","2","0","0","F"
"27","Y","34074","M","9291","Single","Silver","103","2","26.86","40.85","17","40.23","36.21","18","CK","0","7","2","1","0","F"
"29","Y","68992","F","9294","Married","Family Silver","68","5","0.00","85.63","3","85.63","0.00","0","Auto","3","0","0","0","0","T"
"43","Y","1296","M","9306","Single","Gold","54","1","5.79","62.31","17","61.97","12.40","4","CC","0","1","0","0","0","F"
"28","Y","58117","M","9307","Single","Platinum","116","1","0.00","83.32","17","82.96","41.48","10","CC","1","0","0","0","0","F"
"18","Y","61149","M","9317","Single","Unlimited","10","1","0.00","139.00","3","139.00","0.00","0","PP","5","0","0","6","4","T"
"22","N","974632","M","9319","Single","Platinum","55","1","0.00","86.28","3","86.28","0.00","0","Auto","0","0","0","0","0","F"
"27","Y","65267","F","9343","Single","Unlimited","5","0","0.00","101.63","3","101.63","0.00","0","Auto","3","8","3","2","1","T"
"29","Y","19314","M","9355","Single","Gold","36","0","3.80","62.45","17","62.34","0.00","0","CC","2","31","3","2","1","T"
"25","N","2839","M","9360","Single","Gold","29","1","41.86","64.44","3","62.99","0.00","0","Auto","0","3","3","2","1","F"
"27","N","24251","F","9378","Single","Unlimited","94","1","39.85","137.89","17","137.10","34.28","5","CC","5","4","4","8","4","T"
"54","Y","91037","F","9400","Single","Platinum","90","0","0.40","85.71","3","85.70","0.00","0","Auto","0","8","1","0","0","F"
"20","Y","91755","M","9443","Single","Gold","27","1","0.00","61.87","17","61.64","6.17","2","CC","2","8","8","4","2","T"
"27","Y","83242","F","9449","Married","Family Military","53","1","2.73","121.45","3","121.39","0.00","0","Auto","3","2","0","2","1","T"
"22","Y","81181","M","9451","Single","Gold","1","1","0.00","60.87","3","60.87","0.00","0","CC","5","20","6","9","5","F"
"21","Y","5673","M","9464","Single","Gold","39","0","31.07","64.12","3","63.08","9.47","3","PP","0","4","4","0","0","F"
"54","N","33806","M","9484","Married","Family Platinum","109","0","0.00","143.14","3","143.14","0.00","0","Auto","2","0","0","2","1","F"
"23","Y","41331","M","9499","Single","Unlimited","19","0","0.00","105.51","17","105.51","0.00","0","Auto","5","3","0","4","3","T"
"34","Y","84810","M","9581","Married","Family Gold","53","0","0.00","118.52","3","118.07","23.62","4","CC","2","0","0","3","2","T"
"47","N","15818","F","9586","Married","Family Platinum","78","3","0.00","148.32","17","147.84","36.96","5","CC","3","2","0","2","1","F"
"42","Y","18657","M","9609","Married","Family Gold","84","1","34.71","110.93","3","110.12","33.04","6","CC","1","2","0","2","1","F"
"22","Y","12979","M","9618","Single","Silver","43","0","55.60","48.83","3","47.37","7.11","3","PP","0","35","8","0","0","T"
"25","Y","22104","F","9650","Single","Silver","15","0","0.00","40.38","17","40.38","0.00","0","Auto","0","1","1","2","1","F"
"54","Y","463258","M","9661","Married","Family Gold","9","0","0.00","113.54","3","113.54","0.00","0","Auto","2","0","0","2","1","F"
"42","Y","50072","F","9667","Married","Family Military","43","0","0.00","126.44","3","126.44","0.00","0","Auto","2","0","0","3","2","T"
"19","Y","95627","F","9704","Single","Silver","4","0","0.00","49.75","17","49.75","0.00","0","Auto","1","0","0","0","0","F"
"23","Y","69975","F","9714","Single","Silver","8","0","53.76","49.38","3","42.66","0.00","0","CC","1","12","4","0","0","T"
"27","N","61827","M","9721","Single","Silver","69","1","0.00","45.05","17","45.05","0.00","0","Auto","0","20","3","0","0","T"
"24","Y","21476","F","9831","Single","Silver","62","0","0.00","45.84","3","45.84","0.00","0","Auto","0","0","0","0","0","F"
"64","Y","48274","F","9841","Single","Silver","45","0","33.58","43.42","17","42.62","2.14","1","CC","0","4","0","0","0","F"
"57","Y","9983","M","9861","Married","Family Silver","27","0","54.56","91.15","3","88.80","8.88","2","CC","2","0","0","4","2","T"
"27","N","33544","F","9892","Single","Unlimited","87","0","0.00","106.28","17","105.97","26.50","5","CC","0","0","0","0","0","F"
"47","N","526739","M","9915","Married","Family Silver","40","0","34.26","81.75","17","80.59","12.09","3","ACH","2","0","0","2","1","F"
"46","N","96317","F","9984","Married","Family Gold","59","2","2.83","159.02","17","158.30","39.58","5","CC","0","2","0","0","0","F"
